id,tokens,pos_tags,chunk_tags,ner_tags
57,"['The' 'Greek' 'socialist' 'party' ""'s"" 'executive' 'bureau' 'gave' 'the'
 'green' 'light' 'to' 'Prime' 'Minister' 'Costas' 'Simitis' 'to' 'call'
 'snap' 'elections' ',' 'its' 'general' 'secretary' 'Costas' 'Skandalidis'
 'told' 'reporters' '.']","[12 22 16 21 27 16 21 38 12 16 21 35 22 22 42 23 35 37 37 24  6 29 16 21
 22 22 38 24  7]","[11 12 12 12 11 12 12 21 11 12 12 13 11 12 21 11 21 22 22 11  0 11 12 12
 11 12 21 11  0]",[0 7 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 2 0 0 0]
58,"['Prime' 'Minister' 'Costas' 'Simitis' 'is' 'going' 'to' 'make' 'an'
 'official' 'announcement' 'after' 'a' 'cabinet' 'meeting' 'later' 'on'
 'Thursday' ',' 'said' 'Skandalidis' '.']",[22 22 42 22 42 39 35 37 12 16 21 15 12 21 21 30 15 22  6 38 22  7],[11 12 21 11 21 22 22 22 11 12 12 13 11 12 12  3 13 11  0 21 11  0],[0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
59,"['--' 'Dimitris' 'Kontogiannis' ',' 'Athens' 'Newsroom' '+301' '3311812-4']",[ 8 22 22  6 22 22 22 11],[ 0 11 12  0 11 12 12 12],[0 1 2 0 3 4 0 0]
60,['BayerVB' 'sets' 'C$' '100' 'million' 'six-year' 'bond' '.'],[21 42  3 11 11 16 21  7],[11 21 11 12 12 12 12  0],[3 0 7 0 0 0 0 0]
61,['LONDON' '1996-08-22'],[22 11],[11 12],[5 0]
62,"['The' 'following' 'bond' 'was' 'announced' 'by' 'lead' 'manager'
 'Toronto' 'Dominion' '.']",[12 39 21 38 40 15 21 21 22 22  7],[11 12 12 21 22 13 11 12 12 12  0],[0 0 0 0 0 0 0 0 1 2 0]
63,['BORROWER' 'BAYERISCHE' 'VEREINSBANK'],[22 22 22],[11 12 12],[0 3 4]
64,['AMT' 'C$' '100' 'MLN' 'COUPON' '6.625' 'MATURITY' '24.SEP.02'],[22  3 11 22 21 11 22 11],[ 0 11 12 12 12 12 12 11],[0 7 0 0 0 0 0 0]
65,['TYPE' 'STRAIGHT' 'ISS' 'PRICE' '100.92' 'PAY' 'DATE' '24.SEP.96'],[22 22 22 22 11 21 22 11],[11 12 12 12 12 12 12 12],[0 0 0 0 0 0 0 0]
66,['FULL' 'FEES' '1.875' 'REOFFER' '99.32' 'SPREAD' '+20' 'BP'],[22 24 11 22 11 22 11 22],[11 12 11 12 12 12 12 12],[0 0 0 0 0 0 0 0]
67,['MOODY' 'AA1' 'LISTING' 'LUX' 'PAY' 'FREQ' '='],[22 22 22 22 21 24 34],[11 11 12 12 12 12 21],[0 0 0 0 0 0 0]
68,"['S&P' '=' 'DENOMS' '(' 'K' ')' '1-10-100' 'SALE' 'LIMITS' 'US' '/' 'UK'
 '/' 'CA']",[22 34 22  4 22  5 11 22 42 22 34 22 34 40],[11 21 11  0 11  0 11 12 21 11  0 11  0  1],[3 0 0 0 0 0 0 0 0 5 0 5 0 5]
69,['NEG' 'PLG' 'NO' 'CRS' 'DEFLT' 'NO' 'FORCE' 'MAJ' '='],[22 22 12 22 22 12 41 20 34],[11 12 12 12 12 12 21 22 22],[0 0 0 0 0 0 0 0 0]
70,['GOV' 'LAW' 'GERMAN' 'HOME' 'CTRY' '=' 'TAX' 'PROVS' 'STANDARD'],[22 22 22 22 22 34 21 24 38],[11 12 12 12 12 21 11 12 21],[0 0 7 0 0 0 0 0 0]
71,['MGT' '/' 'UND' '0.275' 'SELL' 'CONC' '1.60' 'PRAECIP' '='],[22 34 22 11 37 22 11 22 34],[11  0 11 12 21 11 12 12 21],[0 0 0 0 0 0 0 0 0]
72,['UNDERLYING' 'GOVT' 'BOND' '7.0' 'PCT' 'SEPT' '2001'],[39 16 21 11 22 22 11],[21 11 12 12 12 12 12],[0 0 0 0 0 0 0]
73,['NOTES' 'BAYERISCHE' 'VEREINSBANK' 'IS' 'JOINT' 'LEAD' 'MANAGER'],[24 41 22 42 42 22 21],[11 21 11 21 22 11 12],[0 3 4 0 0 0 0]
74,['--' 'London' 'Newsroom' '+44' '171' '542' '7658'],[ 8 22 22 11 11 11 11],[11 12 12 12 12 12 12],[0 3 4 0 0 0 0]
75,['Venantius' 'sets' '$' '300' 'million' 'January' '1999' 'FRN' '.'],[16 24  3 11 11 22 11 22  7],[11 12 11 12 12 12 12 12  0],[3 0 0 0 0 0 0 0 0]
76,['LONDON' '1996-08-22'],[22 11],[11 12],[5 0]
77,"['The' 'following' 'floating-rate' 'issue' 'was' 'announced' 'by' 'lead'
 'manager' 'Lehman' 'Brothers' 'International' '.']",[12 39 21 21 38 40 15 21 21 22 23 22  7],[11 12 12 12 21 22 13 11 12 12 12 12  0],[0 0 0 0 0 0 0 0 0 3 4 4 0]
78,"['BORROWER' 'VENANTIUS' 'AB' '(' 'SWEDISH' 'NATIONAL' 'MORTGAGE' 'AGENCY'
 ')']",[22 22 22  4 22 22 22 21  5],[11 12 12  0 11 12 12 12  0],[0 3 4 0 7 0 0 0 0]
79,['AMT' '$' '300' 'MLN' 'SPREAD' '-' '12.5' 'BP' 'MATURITY' '21.JAN.99'],[22  3 11 22 22  8 11 22 22 11],[ 0 11 12 12 12  0 11 12 12 12],[0 0 0 0 0 0 0 0 0 0]
80,['TYPE' 'FRN' 'BASE' '3M' 'LIBOR' 'PAY' 'DATE' 'S23.SEP.96'],[22 22 22 22 22 21 22 22],[11 12 12 12 12 12 12 12],[0 0 0 3 0 0 0 0]
81,['LAST' 'MOODY' 'AA3' 'ISS' 'PRICE' '99.956' 'FULL' 'FEES' '10' 'BP'],[24 22 22 22 22 11 22 24 11 22],[11 12 11 12 12 12 12 12 11 12],[0 0 0 0 0 0 0 0 0 0]
82,['LAST' 'S&P' 'AA+' 'REOFFER' '='],[22 22 22 21 34],[11 12 12 12 21],[0 3 0 0 0]
83,['NOTES' 'S' 'SHORT' 'FIRST' 'COUPON'],[24 22 22 22 22],[11 12 12 12 12],[0 0 0 0 0]
84,"['LISTING' 'LONDON' 'DENOMS' '(' 'K' ')' '1-10-100' 'SALE' 'LIMITS' 'US'
 '/' 'UK' '/' 'JP' '/' 'FR']",[39 22 22  4 22  5 11 22 42 22 34 22 34 22 34 40],[21 11 12  0 11  0 11 12 21 11  0 11  0 11  0  1],[0 5 0 0 0 0 0 0 0 5 0 5 0 5 0 5]
85,['NEG' 'PLG' 'YES' 'CRS' 'DEFLT' 'NO' 'FORCE' 'MAJ' 'IPMA' '2'],[22 22 22 22 22 12 41 20 22 11],[11 12 12 12 12 12 21 22 11 12],[0 0 0 0 0 0 0 0 0 0]
86,['GOV' 'LAW' 'ENGLISH' 'HOME' 'CTRY' 'SWEDEN' 'TAX' 'PROVS' 'STANDARD'],[22 22 22 22 22 22 21 24 38],[11 12 12 12 12 12 12 12 21],[0 0 7 0 0 5 0 0 0]
87,['MGT' '/' 'UND' '5' 'BP' 'SELL' 'CONC' '5' 'BP' 'PRAECIP' '='],[22 34 22 11 22 37 22 11 22 22 34],[11  0 11 12 12 21 11 12 12 12 21],[0 0 0 0 0 0 0 0 0 0 0]
88,['NOTES' 'ISSUED' 'OFF' 'EMTN' 'PROGRAMME'],[24 38 21 22 22],[11 21 11 12 12],[0 0 0 0 0]
89,['--' 'London' 'Newsroom' '+44' '171' '542' '8863'],[ 8 22 22 11 11 11 11],[11 12 12 12 12 12 12],[0 3 4 0 0 0 0]
90,['Port' 'conditions' 'update' '-' 'Syria' '-' 'Lloyds' 'Shipping' '.'],[21 24 41  8 22  8 22 22  7],[11 12 21  0 11  0 11 12  0],[0 0 0 0 5 0 3 4 0]
91,"['Port' 'conditions' 'from' 'Lloyds' 'Shipping' 'Intelligence' 'Service'
 '--']",[21 24 15 22 22 22 22  8],[11 12 13 11 12 12 12  0],[0 0 0 3 4 4 4 0]
92,"['LATTAKIA' ',' 'Aug' '10' '-' 'waiting' 'time' 'at' 'Lattakia' 'and'
 'Tartous' 'presently' '24' 'hours' '.']",[22  6 22 11  8 39 21 15 22 10 22 30 11 24  7],[11  0 11 12 12 21 11 13 11 12 12  3 11 12  0],[5 0 0 0 0 0 0 0 5 0 5 0 0 0 0]
93,['Israel' 'plays' 'down' 'fears' 'of' 'war' 'with' 'Syria' '.'],[22 42 33 24 15 21 15 22  7],[11 21 15 11 13 11 13 11  0],[5 0 0 0 0 0 0 5 0]
94,['Colleen' 'Siegel'],[22 22],[11 12],[1 2]
95,['JERUSALEM' '1996-08-22'],[40 11],[11 12],[5 0]
96,"['Israel' ""'s"" 'outgoing' 'peace' 'negotiator' 'with' 'Syria' 'said' 'on'
 'Thursday' 'current' 'tensions' 'between' 'the' 'two' 'countries'
 'appeared' 'to' 'be' 'a' 'storm' 'in' 'a' 'teacup' '.']","[22 27 16 21 21 15 22 38 15 22 16 24 15 12 11 24 38 35 37 12 21 15 12 21
  7]","[11 11 12 12 12 13 11 21 13 11 12 12 13 11 12 12 21 22 22 11 12 13 11 12
  0]",[5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
97,"['Itamar' 'Rabinovich' ',' 'who' 'as' 'Israel' ""'s"" 'ambassador' 'to'
 'Washington' 'conducted' 'unfruitful' 'negotiations' 'with' 'Syria' ','
 'told' 'Israel' 'Radio' 'it' 'looked' 'like' 'Damascus' 'wanted' 'to'
 'talk' 'rather' 'than' 'fight' '.']","[22 22  6 44 15 22 27 21 35 22 38 16 24 15 22  6 38 22 22 28 38 15 22 38
 35 37 30 15 21  7]","[11 12  0 11 13 11 11 12 13 11 21 11 12 13 11  0 21 11 12 11 21 13 11 21
 22 22  5  6 11  0]",[1 2 0 0 0 5 0 0 0 5 0 0 0 0 5 0 0 3 4 0 0 0 5 0 0 0 0 0 0 0]
98,"['""' 'It' 'appears' 'to' 'me' 'the' 'Syrian' 'priority' 'is' 'still' 'to'
 'negotiate' '.']",[ 0 28 42 35 28 12 16 21 42 30 35 37  7],[ 0 11 21 13 11 11 12 12 21  3 21 22  0],[0 0 0 0 0 0 7 0 0 0 0 0 0]
99,"['The' 'Syrians' 'are' 'confused' ',' 'they' 'are' 'definitely' 'tense'
 ',' 'but' 'the' 'general' 'assessment' 'here' 'in' 'Washington' 'is'
 'that' 'this' 'is' 'essentially' 'a' 'storm' 'in' 'a' 'teacup' ',' '""'
 'he' 'said' '.']","[12 23 41 40  6 28 41 30 16  6 10 12 16 21 30 15 22 42 15 12 42 30 12 21
 15 12 21  6  0 28 38  7]","[11 12 21  1  0 11 21 22 11  0  0 11 12 12  3 13 11 21 17 11 21  3 11 12
 13 11 12  0  0 11 21  0]",[0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
100,['Rabinovich' 'is' 'winding' 'up' 'his' 'term' 'as' 'ambassador' '.'],[21 42 39 33 29 21 15 21  7],[11 21 22 15 11 12 13 11  0],[1 0 0 0 0 0 0 0 0]
101,"['He' 'will' 'be' 'replaced' 'by' 'Eliahu' 'Ben-Elissar' ',' 'a' 'former'
 'Israeli' 'envoy' 'to' 'Egypt' 'and' 'right-wing' 'Likud' 'party'
 'politician' '.']",[28 20 37 40 15 22 22  6 12 16 16 21 35 22 10 16 22 21 21  7],[11 21 22 22 13 11 12  0 11 12 12 12 13 11  0 11 12 12 12  0],[0 0 0 0 0 1 2 0 0 0 7 0 0 5 0 0 3 0 0 0]
102,"['Israel' 'on' 'Wednesday' 'sent' 'Syria' 'a' 'message' ',' 'via'
 'Washington' ',' 'saying' 'it' 'was' 'committed' 'to' 'peace' 'and'
 'wanted' 'to' 'open' 'negotiations' 'without' 'preconditions' '.']","[22 15 22 38 22 12 21  6 15 22  6 39 28 38 40 35 21 10 38 35 37 24 15 24
  7]","[11 13 11 21 11 11 12  0 13 11  0 21 11 21 22 13 11  0 21 22 22 11 13 11
  0]",[5 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
103,"['But' 'it' 'slammed' 'Damascus' 'for' 'creating' 'what' 'it' 'called' 'a'
 'dangerous' 'atmosphere' '.']",[10 28 38 22 15 39 44 28 38 12 16 21  7],[ 0 11 21 11 13 21 11 11 21 11 12 12  0],[0 0 0 5 0 0 0 0 0 0 0 0 0]
104,"['Syria' 'accused' 'Israel' 'on' 'Wednesday' 'of' 'launching' 'a'
 'hysterical' 'campaign' 'against' 'it' 'after' 'Israeli' 'television'
 'reported' 'that' 'Damascus' 'had' 'recently' 'test' 'fired' 'a'
 'missile' '.']","[22 38 22 15 22 15 39 12 16 21 15 28 15 16 21 38 15 22 38 30 37 40 12 21
  7]","[11 21 11 13 11 13 21 11 12 12 13 11 13 11 12 21 17 11 21 22 22 22 11 12
  0]",[5 0 5 0 0 0 0 0 0 0 0 0 0 7 0 0 0 5 0 0 0 0 0 0 0]
105,"['It' 'said' 'its' 'arms' 'purchases' 'were' 'for' 'defensive' 'purposes'
 '.']",[28 38 29 24 24 38 15 16 24  7],[11 21 11 12 12 21 13 11 12  0],[0 0 0 0 0 0 0 0 0 0]
106,"['""' 'The' 'message' 'that' 'we' 'sent' 'to' '(' 'Syrian' 'President'
 'Hafez' 'al-' ')' 'Assad' 'is' 'that' 'Israel' 'is' 'ready' 'at' 'any'
 'time' 'without' 'preconditions' 'to' 'enter' 'peace' 'negotiations' ','
 '""' 'Israeli' 'Foreign' 'Minister' 'David' 'Levy' 'told' 'Israel' 'Radio'
 'in' 'an' 'interview' '.']","[ 0 12 21 15 28 38 35  4 16 22 22 16  5 21 42 15 22 42 16 15 12 21 15 24
 35 37 21 24  6  0 16 22 22 22 22 38 22 22 15 12 21  7]","[ 0 11 12 17 11 21 22  0 11 12 12 12  0 11 21 17 11 21  1 13 11 12 13 11
 21 22 11 12  0  0 11 12 12 12 12 21 11 12 13 11 12  0]","[0 0 0 0 0 0 0 0 7 0 1 2 0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 1 2 0 3
 4 0 0 0 0]"
107,"['Tension' 'has' 'mounted' 'since' 'Israeli' 'Prime' 'Minister' 'Benjamin'
 'Netanyahu' 'took' 'office' 'in' 'June' 'vowing' 'to' 'retain' 'the'
 'Golan' 'Heights' 'Israel' 'captured' 'from' 'Syria' 'in' 'the' '1967'
 'Middle' 'East' 'war' '.']","[21 42 40 15 22 22 22 22 22 38 21 15 22 39 35 37 12 22 23 22 38 15 22 15
 12 11 22 22 21  7]","[11 21 22 13 11 12 12 12 12 21 11 13 11 21 22 22 11 12 12 12 21 13 11 13
 11 12 12 12 12  0]",[0 0 0 0 7 0 0 1 2 0 0 0 0 0 0 0 0 5 6 5 0 0 5 0 0 0 5 6 0 0]
108,"['Israeli-Syrian' 'peace' 'talks' 'have' 'been' 'deadlocked' 'over' 'the'
 'Golan' 'since' '1991' 'despite' 'the' 'previous' 'government' ""'s""
 'willingness' 'to' 'make' 'Golan' 'concessions' '.']",[16 21 24 41 40 40 15 12 22 15 11 15 12 16 21 27 21 35 37 16 24  7],[11 12 12 21 22  1 13 11 12 13 11 13 11 12 12 11 12 21 22 11 12  0],[7 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 5 0 0]
109,"['Peace' 'talks' 'between' 'the' 'two' 'sides' 'were' 'last' 'held' 'in'
 'February' '.']",[21 24 15 12 11 24 38 16 40 15 22  7],[11 12 13 11 12 12 21 11 12 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0]
110,"['""' 'The' 'voices' 'coming' 'out' 'of' 'Damascus' 'are' 'bad' ',' 'not'
 'good' '.']",[ 0 12 24 39 15 15 22 41 16  6 30 16  7],[ 0 11 12 21 13 13 11 21  1  2  2  2  0],[0 0 0 0 0 0 5 0 0 0 0 0 0]
111,['The' 'media' '...'],[12 24  8],[11 12  0],[0 0 0]
112,"['are' 'full' 'of' 'expressions' 'and' 'declarations' 'that' 'must' 'be'
 'worrying' '...']",[41 16 15 24 10 24 43 20 37 39  8],[21  1 13 11 12 12 11 21 22 22  0],[0 0 0 0 0 0 0 0 0 0 0]
113,"['this' 'artificial' 'atmosphere' 'is' 'very' 'dangerous' 'because'
 'those' 'who' 'spread' 'it' 'could' 'become' 'its' 'prisoners' ',' '""'
 'Levy' 'said' '.']",[12 16 21 42 30 16 15 12 44 21 28 20 37 29 24  6  0 22 38  7],[11 12 12 21  1  2 17 11 11 12 11 21 22 11 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
114,"['""' 'We' 'expect' 'from' 'Syria' ',' 'if' 'its' 'face' 'is' 'to' 'peace'
 ',' 'that' 'it' 'will' 'answer' 'Israel' ""'s"" 'message' 'to' 'enter'
 'peace' 'negotiations' 'because' 'that' 'is' 'our' 'goal' ',' '""' 'he'
 'said' '.' '""']","[ 0 28 37 15 22  6 15 29 21 42 35 21  6 15 28 20 37 22 27 21 35 37 21 24
 15 12 42 29 21  6  0 28 38  7  0]","[ 0 11 21 13 11  0 17 11 12 21 13 11  0 17 11 21 22 11 11 12 21 22 11 12
 17 11 21 11 12  0  0 11 21  0  0]",[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
115,"['We' 'do' 'not' 'want' 'a' 'war' ',' 'God' 'forbid' '.']",[28 41 30 37 12 21  6 22 37  7],[11 21 22 22 11 12  0 11 21  0],[0 0 0 0 0 0 0 1 0 0]
116,"['No' 'one' 'benefits' 'from' 'wars' '.' '""']",[12 11 24 15 24  7  0],[11 12 12 13 11  0  0],[0 0 0 0 0 0 0]
117,"['Israel' ""'s"" 'Channel' 'Two' 'television' 'said' 'Damascus' 'had' 'sent'
 'a' '""' 'calming' 'signal' '""' 'to' 'Israel' '.']",[22 27 22 11 21 38 22 38 40 12  0 16 21  0 35 22  7],[11 11 12 12 12 21 11 21 22 11  0 11 12  0 21 11  0],[5 0 3 4 0 0 5 0 0 0 0 0 0 0 0 5 0]
118,['It' 'gave' 'no' 'source' 'for' 'the' 'report' '.'],[28 38 12 21 15 12 21  7],[11 21 11 12 13 11 12  0],[0 0 0 0 0 0 0 0]
119,"['Netanyahu' 'and' 'Levy' ""'s"" 'spokesmen' 'said' 'they' 'could' 'not'
 'confirm' 'it' '.']",[24 10 22 27 24 38 28 20 30 37 28  7],[11 12 12 11 12 21 11 21 22 22 11  0],[1 0 1 0 0 0 0 0 0 0 0 0]
120,"['The' 'television' 'also' 'said' 'that' 'Netanyahu' 'had' 'sent'
 'messages' 'to' 'reassure' 'Syria' 'via' 'Cairo' ',' 'the' 'United'
 'States' 'and' 'Moscow' '.']",[12 21 30 38 15 22 38 40 24 35 37 22 15 22  6 12 22 23 10 22  7],[11 12  3 21 17 11 21 22 11 21 22 11 13 11  0 11 12 12  0 11  0],[0 0 0 0 0 1 0 0 0 0 0 5 0 5 0 0 5 6 0 5 0]
121,['Polish' 'diplomat' 'denies' 'nurses' 'stranded' 'in' 'Libya' '.'],[16 21 42 24 40 15 22  7],[11 12 21 11 21 13 11  0],[7 0 0 0 0 0 5 0]
122,['TUNIS' '1996-08-22'],[24 11],[11 12],[5 0]
123,"['A' 'Polish' 'diplomat' 'on' 'Thursday' 'denied' 'a' 'Polish' 'tabloid'
 'report' 'this' 'week' 'that' 'Libya' 'was' 'refusing' 'exit' 'visas'
 'to' '100' 'Polish' 'nurses' 'trying' 'to' 'return' 'home' 'after'
 'working' 'in' 'the' 'North' 'African' 'country' '.']","[12 16 21 15 22 38 12 16 16 21 12 21 15 22 38 39 21 24 35 11 16 24 39 35
 37 21 15 39 15 12 16 16 21  7]","[11 12 12 13 11 21 11 12 12 12 11 12 17 11 21 22 11 12 13 11 12 12 21 22
 22 11 13 21 13 11 12 12 12  0]",[0 7 0 0 0 0 0 7 0 0 0 0 0 5 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 7 8 0 0]
124,"['""' 'This' 'is' 'not' 'true' '.']",[ 0 12 42 30 16  7],[ 0 11 21  0  1  0],[0 0 0 0 0 0]
125,"['Up' 'to' 'today' ',' 'we' 'have' 'no' 'knowledge' 'of' 'any' 'nurse'
 'stranded' 'or' 'kept' 'in' 'Libya' 'without' 'her' 'will' ',' 'and' 'we'
 'have' 'not' 'received' 'any' 'complaint' ',' '""' 'the' 'Polish'
 'embassy' ""'s"" 'charge' ""d'affaires"" 'in' 'Tripoli' ',' 'Tadeusz'
 'Awdankiewicz' ',' 'told' 'Reuters' 'by' 'telephone' '.']","[15 35 21  6 28 41 12 21 15 12 21 40 10 38 15 22 15 29 21  6 10 28 41 30
 40 12 21  6  0 12 16 21 27 21 24 15 22  6 22 22  6 38 22 15 21  7]","[13 13 11  0 11 21 11 12 13 11 12 21 22 22 13 11 13 11 12  0  0 11 21 22
 22 11 12  0  0 11 12 12 11 12 12 13 11  0 11 12  0 21 11 13 11  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 5
 0 1 2 0 0 3 0 0 0]"
126,"['Poland' ""'s"" 'labour' 'ministry' 'said' 'this' 'week' 'it' 'would'
 'send' 'a' 'team' 'to' 'Libya' 'to' 'investigate' ',' 'but'
 'Awdankiewicz' 'said' 'the' 'probe' 'was' 'prompted' 'by' 'some' 'nurses'
 'complaining' 'about' 'their' 'work' 'conditions' 'such' 'as'
 'non-payment' 'of' 'their' 'salaries' '.']","[22 27 21 21 38 12 21 28 20 37 12 21 35 22 35 37  6 10 22 38 12 21 38 40
 15 12 24 39 15 29 21 24 16 15 21 15 29 24  7]","[11 11 12 12 21 11 12 11 21 22 11 12 13 11 21 22  0  0 11 21 11 12 21 22
 13 11 12 21 13 11 12 12 13 14 11 13 11 12  0]","[5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
127,"['He' 'said' 'that' 'there' 'are' 'an' 'estimated' '800' 'Polish' 'nurses'
 'working' 'in' 'Libya' '.']",[28 38 15 13 41 12 40 11 16 24 39 15 22  7],[11 21 17 11 21 11 12 12 12 12 21 13 11  0],[0 0 0 0 0 0 0 0 7 0 0 0 5 0]
128,['Two' 'Iranian' 'opposition' 'leaders' 'meet' 'in' 'Baghdad' '.'],[11 16 21 24 41 15 22  7],[11 12 12 12 21 13 11  0],[0 7 0 0 0 0 5 0]
129,['Hassan' 'Hafidh'],[22 22],[11 12],[1 2]
130,['BAGHDAD' '1996-08-22'],[22 11],[11 12],[5 0]
131,"['An' 'Iranian' 'exile' 'group' 'based' 'in' 'Iraq' 'vowed' 'on'
 'Thursday' 'to' 'extend' 'support' 'to' 'Iran' ""'s"" 'Kurdish' 'rebels'
 'after' 'they' 'were' 'attacked' 'by' 'Iranian' 'troops' 'deep' 'inside'
 'Iraq' 'last' 'month' '.']","[12 16 21 21 40 15 22 38 15 22 35 37 21 35 22 27 22 24 15 28 38 40 15 16
 24 30 15 22 16 21  7]","[11 12 12 12 21 13 11 21 13 11 21 22 11 13 11 11 12 12 17 11 21 22 13 11
 12  1 13 11 11 12  0]",[0 7 0 0 0 0 5 0 0 0 0 0 0 0 5 0 7 0 0 0 0 0 0 7 0 0 0 5 0 0 0]
132,"['A' 'Mujahideen' 'Khalq' 'statement' 'said' 'its' 'leader' 'Massoud'
 'Rajavi' 'met' 'in' 'Baghdad' 'the' 'Secretary-General' 'of' 'the'
 'Kurdistan' 'Democratic' 'Party' 'of' 'Iran' '(' 'KDPI' ')' 'Hassan'
 'Rastegar' 'on' 'Wednesday' 'and' 'voiced' 'his' 'support' 'to' 'Iran'
 ""'s"" 'rebel' 'Kurds' '.']","[12 22 22 21 38 29 21 22 22 38 15 22 12 22 15 12 22 22 22 15 22  4 22  5
 22 22 15 22 10 38 29 21 35 22 27 21 23  7]","[11 12 12 12 21 11 12 12 12 21 13 11 11 12 13 11 12 12 12 13 11  0 11  0
 11 12 13 11  0 21 11 12 13 11 11 12 12  0]","[0 3 4 0 0 0 0 1 2 0 0 5 0 0 0 0 3 4 4 4 4 0 3 0 1 2 0 0 0 0 0 0 0 5 0 0 7
 0]"
133,"['""' 'Rajavi' 'emphasised' 'that' 'the' 'Iranian' 'Resistance' 'would'
 'continue' 'to' 'stand' 'side' 'by' 'side' 'with' 'their' 'Kurdish'
 'compatriots' 'and' 'the' 'resistance' 'movement' 'in' 'Iranian'
 'Kurdistan' ',' '""' 'it' 'said' '.']","[ 0 22 38 15 12 16 21 20 37 35 37 21 15 21 15 29 16 24 10 12 21 21 15 22
 22  6  0 28 38  7]","[ 0 11 21 17 11 12 12 21 22 22 22 11 13 11 13 11 12 12  0 11 12 12 13 11
 12  0  0 11 21  0]",[0 7 0 0 0 7 3 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 5 6 0 0 0 0 0]
134,"['A' 'spokesman' 'for' 'the' 'group' 'said' 'the' 'meeting' '""' 'signals'
 'a' 'new' 'level' 'of' 'cooperation' 'between' 'Mujahideen' 'Khalq' 'and'
 'the' 'Iranian' 'Kurdish' 'oppositions' '""' '.']","[12 21 15 12 21 38 12 21  0 24 12 16 21 15 21 15 22 22 10 12 22 22 42  0
  7]","[11 12 13 11 12 21 11 12  0 11 11 12 12 13 11 13 11 12  0 11 12 12 21  0
  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 7 8 0 0 0]
135,"['Iran' 'heavily' 'bombarded' 'targets' 'in' 'northern' 'Iraq' 'in' 'July'
 'in' 'pursuit' 'of' 'KDPI' 'guerrillas' 'based' 'in' 'Iraqi' 'Kurdish'
 'areas' 'outside' 'the' 'control' 'of' 'the' 'government' 'in' 'Baghdad'
 '.']","[22 30 38 24 15 16 22 15 22 15 21 15 22 24 40 15 16 16 24 15 12 21 15 12
 21 15 22  7]","[11  3 21 11 13 11 12 13 11 13 11 13 11 12 21 13 11 12 12 13 11 12 13 11
 12 13 11  0]",[5 0 0 0 0 0 5 0 0 0 0 0 3 0 0 0 7 8 0 0 0 0 0 0 0 0 5 0]
136,"['Iraqi' 'Kurdish' 'areas' 'bordering' 'Iran' 'are' 'under' 'the'
 'control' 'of' 'guerrillas' 'of' 'the' 'Iraqi' 'Kurdish' 'Patriotic'
 'Union' 'of' 'Kurdistan' '(' 'PUK' ')' 'group' '.']",[16 16 24 39 22 41 15 12 21 15 24 15 12 16 21 22 22 15 22  4 22  5 21  7],[11 12 12 21 11 21 13 11 12 13 11 13 11 12 12 12 12 13 11  0 11  0 11  0],[7 8 0 0 5 0 0 0 0 0 0 0 0 3 4 4 4 4 4 0 3 0 0 0]
137,"['PUK' 'and' 'Iraq' ""'s"" 'Kurdistan' 'Democratic' 'Party' '(' 'KDP' ')'
 'the' 'two' 'main' 'Iraqi' 'Kurdish' 'factions' ',' 'have' 'had'
 'northern' 'Iraq' 'under' 'their' 'control' 'since' 'Iraqi' 'forces'
 'were' 'ousted' 'from' 'Kuwait' 'in' 'the' '1991' 'Gulf' 'War' '.']","[22 10 22 27 22 22 22  4 22  5 12 11 16 16 16 24  6 41 38 16 22 15 29 21
 15 16 24 38 40 15 22 15 12 11 22 22  7]","[11  0 11 11 12 12 12  0 11  0 11 12 12 12 12 12  0 21 22 11 12 13 11 12
 13 11 12 21 22 13 11 13 11 12 12 12  0]",[3 0 5 0 3 4 4 0 3 0 0 0 0 7 8 0 0 0 0 0 5 0 0 0 0 7 0 0 0 0 5 0 0 0 7 8 0]
